lat_lon,county
46.0867.-100.6335,SIOUX
47.9792.-98.9921,BENSON
47.9694.-99.0893,BENSON
47.8764.-98.8422,BENSON
47.9861.-98.8654,BENSON
47.6336.-102.3631,DUNN
48.8461.-99.7447,ROLETTE
48.8028.-99.8588,ROLETTE
48.8844.-99.755,ROLETTE
47.7367.-102.0817,MCLEAN
46.4106.-100.6348,SIOUX
48.8147.-99.815,ROLETTE
48.8258.-99.7432,ROLETTE
46.09611.-100.63778,SIOUX
48.9114.-99.7619,ROLETTE
48.8283.-99.0912,TOWNER
48.8917.-99.7829,ROLETTE
48.8278.-99.7235,ROLETTE
48.8592.-99.7263,ROLETTE
48.8444.-99.7171,ROLETTE
46.2217.-101.0974,SIOUX
48.8433.-99.7797,ROLETTE
48.8639.-99.8974,ROLETTE
48.8039.-99.8551,ROLETTE
48.8461.-99.69,ROLETTE
48.8375.-99.7264,ROLETTE
48.8356.-99.6682,ROLETTE
46.2417.-100.7901,SIOUX
47.8686.-102.6217,MOUNTRAIL
48.8414.-100.0297,ROLETTE
46.1017.-100.6585,SIOUX
47.9814.-99.0017,BENSON
46.09136.-100.66144,SIOUX
47.9706.-99.0206,BENSON
47.6525.-102.3433,DUNN
46.0925.-100.665,SIOUX
48.8567.-99.8672,ROLETTE
47.9903.-98.8667,BENSON
46.0942.-100.6533,SIOUX
47.9764.-98.9083,BENSON
47.9772.-98.9783,BENSON
48.0053.-98.879,BENSON
47.9761.-98.9768,BENSON
47.5947.-102.4664,DUNN
46.0914.-100.659,SIOUX
47.96557969.-98.99544924,BENSON
46.1708.-100.7085,SIOUX
47.9181.-98.8169,BENSON
48.0336.-100.8426,MCHENRY
47.9722.-99.0256,BENSON
48.8444.-99.7154,ROLETTE
47.9833.-98.8964,BENSON
47.9831.-98.8703,BENSON
47.9128.-98.8481,BENSON
46.1406.-100.7326,SIOUX
48.8292.-99.751,ROLETTE
46.0839.-100.6278,SIOUX
47.6469.-101.8408,MCLEAN
48.8378.-99.725,ROLETTE
48.8111.-99.8642,ROLETTE
47.9903.-98.8861,BENSON
48.8764.-99.7435,ROLETTE
48.8308.-99.7472,ROLETTE
47.9869.-98.8853,BENSON
48.0258.-98.8328,BENSON
48.9505.-99.9769,ROLETTE
48.865.-99.9139,ROLETTE
46.1597.-100.6915,SIOUX
48.8678.-99.9953,ROLETTE
48.0375.-102.4617,MOUNTRAIL
48.8467.-99.7417,ROLETTE
47.9708.-98.93,BENSON
48.9358.-99.7833,ROLETTE
47.9872.-98.8708,BENSON
47.9172.-98.9675,BENSON
47.99.-98.9094,BENSON
46.1844.-100.9404,SIOUX
47.9797.-98.8739,BENSON
47.9231.-98.8161,BENSON
48.8558.-99.7238,ROLETTE
48.8458.-100.0268,ROLETTE
47.9997.-102.6075,MCKENZIE
48.8361.-99.674,ROLETTE
47.9181.-99.0254,BENSON
47.5992.-103.3389,MCKENZIE
48.8542.-99.8574,ROLETTE
48.8917.-99.7476,ROLETTE
47.6328.-101.8422,MCLEAN
47.9808.-98.8986,BENSON
47.9847.-99.0397,BENSON
47.8183.-98.6228,EDDY
47.9542.-99.0754,BENSON
48.8378.-99.7383,ROLETTE
48.8036.-99.8788,ROLETTE
48.8347.-99.9379,ROLETTE
48.8028.-99.8838,ROLETTE
48.8694.-100.0462,ROLETTE
48.82994.-99.7458,ROLETTE
48.8903.-99.7365,ROLETTE
46.0961.-100.6381,SIOUX
46.0944.-100.6581,SIOUX
47.9061.-98.7894,BENSON
48.7981.-99.8701,ROLETTE
47.9583.-98.9879,BENSON
46.88666667.-103.37,BILLINGS
48.8186.-99.8088,ROLETTE
48.8386.-99.7344,ROLETTE
47.9069.-98.8879,BENSON
47.9858.-98.8693,BENSON
48.0222.-98.8679,BENSON
47.9831.-98.925,BENSON
47.7339.-102.5967,DUNN
48.8292.-99.7838,ROLETTE
47.9825.-98.92,BENSON
46.1311.-100.7279,SIOUX
46.04528.-100.68194,SIOUX
47.9833.-98.9076,BENSON
47.9972.-99.0821,BENSON
48.8472.-100.0268,ROLETTE
46.0167.-100.7004,SIOUX
48.8653.-100.0282,ROLETTE
47.9306.-98.8948,BENSON
47.9867.-99.0304,BENSON
47.9792.-98.8696,BENSON
47.9894.-98.8806,BENSON
48.8528.-100.0297,ROLETTE
47.6028.-102.0092,MCLEAN
47.9775.-98.999,BENSON
47.8783.-102.4694,MOUNTRAIL
47.9869.-98.8728,BENSON
48.8203.-99.7399,ROLETTE
47.9497.-98.8501,BENSON
47.9194.-99.025,BENSON
45.9872.-100.8201,SIOUX
48.8656.-99.9157,ROLETTE
47.9206.-98.8156,BENSON
47.9828.-98.8667,BENSON
47.9375.-98.8559,BENSON
48.8655.-99.8528,ROLETTE
47.9931.-99.0703,BENSON
48.8519.-99.7679,ROLETTE
48.0042.-98.8046,BENSON
48.8417.-99.8962,ROLETTE
48.8056.-99.8579,ROLETTE
47.9931.-98.9921,BENSON
48.8025.-99.8644,ROLETTE
47.9192.-98.8878,BENSON
47.9861.-99.0076,BENSON
47.9872.-98.8717,BENSON
48.8172.-99.9018,ROLETTE
47.8456.-102.5814,MOUNTRAIL
46.0594.-100.6607,SIOUX
47.9019.-98.7292,BENSON
47.9844.-102.5956,MCKENZIE
48.8136.-99.7429,ROLETTE
47.9781.-99.0319,BENSON
47.16194444.-103.42611111,BILLINGS
47.9853.-98.9331,BENSON
46.0919.-100.6523,SIOUX
47.9417.-98.7921,BENSON
47.9686.-99.0221,BENSON
48.8084.-100.9193,BOTTINEAU
47.9875.-98.8775,BENSON
48.7975.-99.8663,ROLETTE
46.1275.-100.6604,SIOUX
47.9806.-99.026,BENSON
47.9875.-98.9317,BENSON
48.0083.-98.8254,BENSON
48.8781.-99.6996,ROLETTE
48.7253.-99.8526,ROLETTE
46.0333.-100.6504,SIOUX
47.9658.-102.0369,MOUNTRAIL
47.9561.-99.0756,BENSON
45.9667.-103.931,BOWMAN
47.9861.-98.9018,BENSON
47.0502.-99.4479,STUTSMAN
48.84.-99.7322,ROLETTE
46.0922.-100.6323,SIOUX
47.9836.-98.873781,BENSON
47.7433.-102.6692,MCKENZIE
47.9931.-99.0226,BENSON
47.9417.-98.8458,BENSON
47.9806.-98.9136,BENSON
47.9814.-98.9085,BENSON
46.0692.-100.8926,SIOUX
47.9753.-99.1156,BENSON
47.9819.-98.9254,BENSON
47.9169.-98.8989,BENSON
48.8944.-100.049,ROLETTE
46.25375.-101.21022,GRANT
48.9583.-100.026,ROLETTE
46.1253.-100.6778,SIOUX
47.9756.-98.8875,BENSON
47.8597.-102.5636,MOUNTRAIL
48.8317.-99.88,ROLETTE
48.0181.-98.799,BENSON
47.9792.-99.0126,BENSON
48.463.-100.53,MCHENRY
47.9564.-98.7269,BENSON
47.9792.-99.1254,BENSON
48.8697.-99.7213,ROLETTE
47.5667.-101.8338,MCLEAN
46.0931.-100.6544,SIOUX
47.9808.-102.4833,MOUNTRAIL
48.8811.-99.7883,ROLETTE
46.3419.-100.5985,SIOUX
48.8722.-99.7713,ROLETTE
47.9889.-99.0365,BENSON
47.56722222.-103.16333333,MCKENZIE
47.9711.-98.9944,BENSON
47.9669.-98.834,BENSON
47.9431.-99.1247,BENSON
46.2333.-100.9171,SIOUX
47.9208.-98.7879,BENSON
48.8064.-100.0365,ROLETTE
47.8875.-99.0379,BENSON
46.0942.-100.636,SIOUX
46.38547.-100.59442,SIOUX
47.9708.-98.8931,BENSON
47.9683.-98.8697,BENSON
46.0919.-100.629,SIOUX
47.9678.-98.9846,BENSON
45.9686.-100.804,SIOUX
47.99.-99.0051,BENSON
48.8769.-99.8217,ROLETTE
48.8792.-99.6922,ROLETTE
48.83.-99.9858,ROLETTE
46.2325.-101.5847,HETTINGER
48.8547.-99.8282,ROLETTE
48.8783.-100.0474,ROLETTE
48.8483.-99.9406,ROLETTE
48.8511.-100.026,ROLETTE
47.9958.-98.8587,BENSON
47.9292.-98.8046,BENSON
48.8667.-99.885,ROLETTE
47.61166667.-103.9175,MCKENZIE
47.5553.-102.8858,DUNN
48.8372.-99.7446,ROLETTE
46.1011.-100.6387,SIOUX
46.43638889.-103.49222222,SLOPE
46.0411.-100.6982,SIOUX
46.09694.-100.63814,SIOUX
47.9917.-98.8681,BENSON
47.9925.-99.0393,BENSON
48.025.-99.1003,BENSON
46.0956.-100.7736,SIOUX
47.9908.-99.0022,BENSON
48.8355.-99.7422,ROLETTE
48.8742.-100.0322,ROLETTE
48.7375.-99.1699,TOWNER
47.9861.-98.9615,BENSON
46.89916667.-103.47138889,BILLINGS
46.4144.-100.636,SIOUX
48.8197.-99.7972,ROLETTE
47.9858.-99.1033,BENSON
47.9492.-99.0817,BENSON
46.105.-100.6373,SIOUX
48.8686.-99.7211,ROLETTE
47.9958.-98.9087,BENSON
48.8483.-99.7875,ROLETTE
46.1247.-100.6351,SIOUX
46.0967.-100.6273,SIOUX
47.9742.-99.0832,BENSON
47.97.-98.886,BENSON
48.9355.-99.773,ROLETTE
48.8369.-99.8504,ROLETTE
46.10461.-100.63933,SIOUX
47.9831.-99.9254,PIERCE
48.8433.-99.7236,ROLETTE
47.9767.-98.9086,BENSON
47.92.-99.099,BENSON
48.825.-99.8328,ROLETTE
47.9358.-98.9019,BENSON
47.9194.-99.004,BENSON
46.0947.-100.6621,SIOUX
47.9744.-102.6703,MCKENZIE
48.8111.-99.8975,ROLETTE
47.9636.-99.0721,BENSON
47.9875.-99.0865,BENSON
46.0986.-100.6371,SIOUX
47.9642.-98.8467,BENSON
47.9492.-102.1211,MOUNTRAIL
47.9239.-98.9586,BENSON
46.2014.-100.7644,SIOUX
47.9808.-98.9983,BENSON
48.838.-99.8478,ROLETTE
47.9142.-98.8464,BENSON
47.57.-102.7505,DUNN
48.8833.-99.8324,ROLETTE
47.9186.-98.8158,BENSON
46.2172.-100.6287,SIOUX
48.8797.-99.7213,ROLETTE
47.9125.-98.8168,BENSON
48.8678.-100.0286,ROLETTE
47.9672.-99.1207,BENSON
48.8919.-99.8044,ROLETTE
48.8686.-99.8511,ROLETTE
47.9583.-99.0758,BENSON
47.9842.-98.8781,BENSON
48.8442.-99.7003,ROLETTE
48.4958.-99.6926,PIERCE
46.0894.-100.6529,SIOUX
48.0292.-98.8546,BENSON
47.9981.-98.8846,BENSON
47.975.-99.0462,BENSON
48.8306.-100.0351,ROLETTE
46.0956.-100.6351,SIOUX
48.8.-99.8647,ROLETTE
48.8628.-99.8544,ROLETTE
48.8589.-99.7674,ROLETTE
47.9831.-99.0097,BENSON
48.8389.-99.7235,ROLETTE
47.9944.-98.8629,BENSON
47.9664.-99.0754,BENSON
46.0.-97.3333,SARGENT
46.65944444.-103.49944444,BILLINGS
47.9172.-98.8169,BENSON
47.9881.-102.5958,MCKENZIE
46.0283.-100.5965,SIOUX
48.8708.-100.0315,ROLETTE
47.9275.-98.9837,BENSON
46.0494.-100.6665,SIOUX
46.3972.-100.6307,SIOUX
48.9133.-99.7417,ROLETTE
47.9828.-99.0836,BENSON
48.8514.-99.6838,ROLETTE
47.9708.-99.0546,BENSON
48.8414.-100.0286,ROLETTE
47.9625.-99.0754,BENSON
46.0356.-100.6576,SIOUX
47.9831.-99.0212,BENSON
47.9714.-99.03,BENSON
48.8778.-100.0282,ROLETTE
48.03.-101.9606,MOUNTRAIL
48.8467.-99.7365,ROLETTE
47.9667.-99.009,BENSON
48.8767.-99.8135,ROLETTE
47.6481.-102.0594,MCLEAN
48.8367.-99.9179,ROLETTE
47.9914.-98.9072,BENSON
46.3856.-100.5948,SIOUX
48.8489.-99.6579,ROLETTE
48.8397.-99.7011,ROLETTE
47.9889.-98.8797,BENSON
48.8333.-99.6983,ROLETTE
46.1044.-100.6368,SIOUX
47.9861.-98.906,BENSON
47.8944.-98.8297,BENSON
47.9794.-98.9989,BENSON
48.825.-100.0365,ROLETTE
48.8628.-100.0272,ROLETTE
46.0897.-100.6592,SIOUX
48.8708.-100.0268,ROLETTE
47.9903.-99.0022,BENSON
47.9917.-99.0198,BENSON
47.9825.-98.9083,BENSON
47.9778.-98.8012,BENSON
46.65277778.-103.32444444,BILLINGS
46.39.-100.5997,SIOUX
47.9761.-99.0172,BENSON
48.8686.-99.8921,ROLETTE
48.5389.-100.125,PIERCE
46.0239.-100.8049,SIOUX
47.8958.-99.135,BENSON
48.8117.-100.0355,ROLETTE
47.9892.-98.9983,BENSON
47.9278.-98.8115,BENSON
46.3864.-100.5815,SIOUX
46.0944.-100.6543,SIOUX
47.8364.-102.4847,MOUNTRAIL
48.8314.-99.7444,ROLETTE
48.8539.-100.0405,ROLETTE
47.8108.-102.7161,MCKENZIE
46.44222222.-97.91305556,RANSOM
48.8403.-99.7626,ROLETTE
47.9942.-98.9886,BENSON
48.8456.-99.8454,ROLETTE
47.8717.-98.9325,BENSON
47.9786.-102.4603,MOUNTRAIL
47.63611111.-103.36833333,MCKENZIE
48.8714.-99.9185,ROLETTE
47.9189.-98.8436,BENSON
48.0394.-98.9317,RAMSEY
47.9803.-98.9998,BENSON
47.9778.-99.081,BENSON
48.0069.-98.8754,BENSON
46.1617.-100.694,SIOUX
47.9769.-99.0187,BENSON
48.8733.-100.0082,ROLETTE
48.8417.-99.7243,ROLETTE
47.9061.-98.675,BENSON
47.9208.-98.8162,BENSON
46.81555556.-103.48583333,BILLINGS
47.9194.-98.8012,BENSON
47.9833.-98.9086,BENSON
46.3972.-100.5968,SIOUX
47.9861.-98.9185,BENSON
48.8083.-99.6171,ROLETTE
47.6825.-102.4706,DUNN
48.8439.-99.6955,ROLETTE
46.9475.-103.24166667,BILLINGS
48.6653.-99.8528,ROLETTE
48.8383.-100.0708,ROLETTE
46.0931.-100.656,SIOUX
47.9833.-98.9256,BENSON
48.865.-99.9119,ROLETTE
48.7981.-99.8724,ROLETTE
48.8497.-100.0672,ROLETTE
46.1317.-100.7349,SIOUX
47.9308.-98.7972,BENSON
46.0947.-100.6578,SIOUX
46.23814.-100.64939,SIOUX
47.9794.-98.8556,BENSON
47.9717.-98.8025,BENSON
46.415.-100.635,SIOUX
47.83.-101.9004,MCLEAN
47.9383.-98.8447,BENSON
47.9706.-98.8634,BENSON
46.3244.-100.5582,SIOUX
46.4072.-100.6157,SIOUX
47.9778.-98.9981,BENSON
46.06201.-102.04532,ADAMS
47.9528.-99.1046,BENSON
48.0542.-99.1712,BENSON
47.9297.-98.8168,BENSON
46.0861.-100.631,SIOUX
47.9811.-99.0317,BENSON
47.9903.-98.9267,BENSON
47.20083333.-103.42638889,BILLINGS
47.9922.-99.0925,BENSON
47.1936233.-99.3371515,STUTSMAN
46.0939.-100.6371,SIOUX
47.7247.-102.6775,MCKENZIE
46.0414.-100.6626,SIOUX
47.92.-98.8793,BENSON
48.8433.-100.0278,ROLETTE
46.0975.-100.6585,SIOUX
47.6072.-102.3764,DUNN
47.9392.-98.7417,BENSON
47.9769.-99.0039,BENSON
46.0856.-100.6326,SIOUX
46.3708.-100.639,SIOUX
48.8389.-100.0462,ROLETTE
46.1392.-100.6642,SIOUX
47.9814.-99.0831,BENSON
48.0389.-99.0475,RAMSEY
47.98.-98.9981,BENSON
48.8378.-99.7315,ROLETTE
47.9331.-98.9754,BENSON
47.9767.-98.9942,BENSON
48.8069.-100.0408,ROLETTE
46.1044.-100.6437,SIOUX
48.8672.-99.8529,ROLETTE
48.8542.-100.031,ROLETTE
48.8797.-99.9494,ROLETTE
47.9831.-99.0879,BENSON
47.5747.-102.8325,DUNN
46.4022.-100.5875,SIOUX
48.8375.-99.7435,ROLETTE
47.9481.-102.1953,MOUNTRAIL
46.0947.-100.6398,SIOUX
48.8486.-99.7713,ROLETTE
48.8069.-99.8121,ROLETTE
48.8067.-99.8403,ROLETTE
47.9745.-102.5443,MOUNTRAIL
47.9258.-98.815,BENSON
48.9122.-99.7982,ROLETTE
47.9606.-99.0822,BENSON
48.8381.-99.7274,ROLETTE
47.9928.-98.9094,BENSON
47.8881.-98.7165,BENSON
47.9372.-98.931,BENSON
47.9194.-98.8073,BENSON
48.878.-99.9983,ROLETTE
47.9778.-102.2878,MOUNTRAIL
47.9561.-99.0785,BENSON
47.9944.-98.906,BENSON
48.8233.-99.8103,ROLETTE
48.8344.-99.855,ROLETTE
48.8056.-99.799,ROLETTE
47.15555556.-103.21805556,BILLINGS
48.8403.-99.7478,ROLETTE
47.9758.-99.0837,BENSON
47.8183.-98.7378,EDDY
47.9853.-98.8692,BENSON
47.5725.-102.6314,DUNN
47.5708.-101.8843,MCLEAN
48.8028.-99.8688,ROLETTE
48.8625.-99.9657,ROLETTE
47.9211.-98.8156,BENSON
45.9628.-101.3331,ADAMS
46.2006.-100.6535,SIOUX
48.0236.-98.9046,BENSON
46.0925.-100.6312,SIOUX
46.3958.-100.5875,SIOUX
47.9944.-98.9087,BENSON
47.9958.-98.9254,BENSON
48.8275.-99.783,ROLETTE
48.8208.-99.8201,ROLETTE
46.1894.-100.9035,SIOUX
47.9.-102.5038,MOUNTRAIL
46.1208.-100.6504,SIOUX
47.9636.-98.8297,BENSON
47.9794.-98.8736,BENSON
48.8453.-99.7214,ROLETTE
48.8386.-99.7349,ROLETTE
46.38528.-100.63222,SIOUX
47.24556.-103.62172,BILLINGS
47.9819.-99.0892,BENSON
47.9822.-98.9986,BENSON
47.9797.-102.5328,MOUNTRAIL
46.0897.-100.626,SIOUX
48.8661.-99.0221,TOWNER
46.0975.-100.6403,SIOUX
48.394.-101.432,WARD
48.875.-100.0262,ROLETTE
47.9806.-98.8664,BENSON
48.0056.-99.0422,BENSON
47.9822.-102.6005,MCKENZIE
48.833.-99.7444,ROLETTE
48.8458.-99.7219,ROLETTE
47.9525.-98.9957,BENSON
46.0978.-100.659,SIOUX
48.0183.-99.0272,BENSON
48.8422.-99.6969,ROLETTE
46.0364.-101.4011,SIOUX
47.9747.-98.8681,BENSON
48.8528.-99.7421,ROLETTE
48.8069.-100.0412,ROLETTE
48.0167.-98.8357,BENSON
47.9747.-102.4919,MOUNTRAIL
47.9892.-98.8756,BENSON
46.0417.-101.4611,SIOUX
47.9881.-98.8629,BENSON
48.8083.-99.6171,ROLETTE
47.18555556.-103.30166667,BILLINGS
47.9169.-98.8109,BENSON
47.9731.-102.7139,MCKENZIE
47.6142.-101.8536,MCLEAN
46.1333.-100.7671,SIOUX
46.1011.-100.6423,SIOUX
47.9892.-98.8656,BENSON
48.0006.-99.1803,BENSON
47.9767.-98.9189,BENSON
47.9883.-98.8648,BENSON
47.9208.-98.8087,BENSON
48.8353.-99.7629,ROLETTE
46.0967.-100.6332,SIOUX
47.9856.-99.0281,BENSON
46.3919.-100.594,SIOUX
47.7319.-102.6683,DUNN
46.4164.-100.6157,SIOUX
48.8636.-99.6711,ROLETTE
47.9925.-99.0646,BENSON
48.0042.-99.0168,BENSON
46.1833.-100.6671,SIOUX
48.8664.-100.0285,ROLETTE
47.9875.-98.8379,BENSON
46.0856.-100.6329,SIOUX
48.9042.-99.743,ROLETTE
45.9478.-100.9664,ADAMS
46.0967.-100.6385,SIOUX
45.9417.-100.6418,SIOUX
47.9811.-99.0317,BENSON
48.8153.-99.8033,ROLETTE
47.8447.-102.4536,MOUNTRAIL
48.8492.-100.0322,ROLETTE
46.70666667.-103.51666667,BILLINGS
47.9411.-99.0811,BENSON
48.8303.-99.0337,TOWNER
48.8389.-99.7663,ROLETTE
48.8447.-99.8962,ROLETTE
48.8555.-99.9003,ROLETTE
46.0897.-100.6535,SIOUX
47.9839.-98.9976,BENSON
48.8194.-99.731,ROLETTE
48.8055.-99.875,ROLETTE
48.8744.-99.7685,ROLETTE
46.0883.-100.6704,SIOUX
47.9686.-99.0192,BENSON
46.0958.-100.6357,SIOUX
47.975.-98.9712,BENSON
47.5886.-102.6242,DUNN
47.98.-98.8942,BENSON
47.9208.-99.0231,BENSON
47.9856.-98.8694,BENSON
47.9917.-98.874,BENSON
48.8194.-99.8171,ROLETTE
46.3347.-100.5644,SIOUX
47.9839.-98.8476,BENSON
47.9875.-98.8532,BENSON
47.9253.-98.8197,BENSON
48.7978.-99.8603,ROLETTE
47.9836.-98.9081,BENSON
48.8461.-100.0483,ROLETTE
47.9931.-102.5289,MOUNTRAIL
46.65.-103.58333333,BILLINGS
46.1814.-100.7396,SIOUX
47.9889.-98.8365,BENSON
47.63333333.-99.03333333,EDDY
46.0956.-100.6401,SIOUX
46.3722.-100.5833,SIOUX
48.8333.-99.7147,ROLETTE
48.8147.-99.7992,ROLETTE
47.6406.-99.0839,EDDY
48.888.-99.8994,ROLETTE
48.8381.-99.7296,ROLETTE
48.8203.-99.8582,ROLETTE
47.9742.-98.9796,BENSON
47.7683.-102.6686,MCKENZIE
48.8633.-99.7064,ROLETTE
47.9769.-98.8636,BENSON
47.9083.-98.8309,BENSON
47.9486.-98.6475,BENSON
48.85.-99.9079,ROLETTE
47.9197.-99.1167,BENSON
47.9194.-98.8189,BENSON
47.03805556.-103.37222222,BILLINGS
48.8333.-99.9768,ROLETTE
47.9917.-98.8726,BENSON
47.9789.-98.9814,BENSON
46.3875.-100.5998,SIOUX
46.94981.-103.53362,BILLINGS
48.8014.-99.8674,ROLETTE
47.8556.-98.8559,BENSON
48.8517.-99.8194,ROLETTE
46.1017.-100.6304,SIOUX
46.1075.-100.6428,SIOUX
48.8439.-99.6855,ROLETTE
47.9694.-98.8698,BENSON
48.352.-100.292,MCHENRY
48.8553.-99.8508,ROLETTE
46.80055556.-103.45055556,BILLINGS
47.98.-102.4267,MOUNTRAIL
47.9799.-98.9931,BENSON
46.0983.-100.6396,SIOUX
47.9861.-99.1039,BENSON
46.1017.-100.6328,SIOUX
48.8764.-99.7936,ROLETTE
47.9817.-98.8671,BENSON
47.9792.-99.0168,BENSON
48.9125.-99.7446,ROLETTE
46.0908.-100.6528,SIOUX
46.09.-100.6579,SIOUX
47.9889.-99.0226,BENSON
47.9764.-99.0803,BENSON
48.0458.-99.0046,BENSON
47.9694.-99.0587,BENSON
46.4114.-100.6343,SIOUX
48.0089.-98.8378,BENSON
48.8778.-99.8844,ROLETTE
48.8494.-99.6814,ROLETTE
47.9783.-99.0157,BENSON
47.9258.-102.2286,MOUNTRAIL
46.2.-100.6671,SIOUX
47.9997.-102.7532,MCKENZIE
47.53.-97.36,GRANDFORKSCOUNTY
48.8708.-99.8504,ROLETTE
48.8389.-99.7643,ROLETTE
48.618.-102.006,WARD
48.8125.-99.8082,ROLETTE
47.9331.-98.6087,RAMSEY
46.0975.-100.6418,SIOUX
48.8717.-99.7744,ROLETTE
48.863.-100.028,ROLETTE
48.8436.-100.0503,ROLETTE
47.9817.-98.8456,BENSON
47.9722.-99.0254,BENSON
47.9911.-99.005,BENSON
48.8694.-100.0242,ROLETTE
47.9799.-98.9931,BENSON
48.5858.-100.6583,MCHENRY
47.9858.-99.0248,BENSON
47.9833.-98.871,BENSON
46.3461.-100.6426,SIOUX
48.8325.-99.7539,ROLETTE
47.5744.-101.8314,MCLEAN
47.9839.-98.8835,BENSON
48.8553.-99.8835,ROLETTE
48.8519.-100.028,ROLETTE
48.8142.-99.7888,ROLETTE
47.7131.-102.708,MCKENZIE
48.8494.-99.7417,ROLETTE
47.9764.-98.9081,BENSON
48.8528.-99.7215,ROLETTE
48.8636.-99.7515,ROLETTE
47.5425.-101.8996,MCLEAN
47.9917.-99.0168,BENSON
45.9514.-100.4428,EMMONS
47.9786.-99.0257,BENSON
47.9281.-98.8453,BENSON
48.8583.-99.8546,ROLETTE
47.9769.-98.8642,BENSON
46.0953.-100.6381,SIOUX
47.9842.-99.0004,BENSON
47.975.-98.8754,BENSON
46.12222222.-96.95555556,RICHLAND
47.9917.-99.0058,BENSON
46.365.-100.631,SIOUX
47.9056.-98.8464,BENSON
48.8467.-99.9642,ROLETTE
47.9883.-98.8796,BENSON
47.8269.-98.8906,BENSON
48.8917.-99.8405,ROLETTE
48.8061.-100.0414,ROLETTE
46.0928.-100.6542,SIOUX
47.925.-98.8226,BENSON
47.9839.-98.871,BENSON
46.0908.-100.6589,SIOUX
47.9911.-98.9094,BENSON
47.9128.-98.8481,BENSON
47.9997.-102.4458,MOUNTRAIL
48.85.-99.7635,ROLETTE
48.8758.-99.7158,ROLETTE
46.1311.-100.7285,SIOUX
46.1028.-100.6337,SIOUX
47.9433.-99.0826,BENSON
48.8542.-99.8507,ROLETTE
48.8167.-99.9046,ROLETTE
48.8506.-99.751,ROLETTE
47.86361111.-102.80166667,MCKENZIE
48.8347.-99.726,ROLETTE
47.9889.-98.8796,BENSON
48.8125.-100.0349,ROLETTE
47.9883.-98.8653,BENSON
47.7319.-102.6428,DUNN
47.98.-99.085,BENSON
47.91777778.-98.88722222,BENSON
47.91.-98.8469,BENSON
48.8425.-99.6911,ROLETTE
47.9672.-98.7967,BENSON
47.9375.-98.9323,BENSON
47.8303.-102.5553,MOUNTRAIL
47.9958.-98.9726,BENSON
48.8358.-99.8421,ROLETTE
48.8422.-99.7532,ROLETTE
47.9722.-99.0865,BENSON
48.833.-99.7742,ROLETTE
46.2108.-100.6486,SIOUX
47.9833.-98.871,BENSON
47.9739.-98.9956,BENSON
48.8572.-100.0303,ROLETTE
46.0972.-100.6393,SIOUX
46.0892.-100.631,SIOUX
48.8355.-99.7222,ROLETTE
47.9292.-98.8212,BENSON
47.9997.-99.0001,BENSON
47.9797.-99.0064,BENSON
47.985.-99.0053,BENSON
47.9958.-98.8721,BENSON
48.8042.-99.7921,ROLETTE
48.8203.-99.7204,ROLETTE
48.8694.-99.6615,ROLETTE
48.8489.-99.6729,ROLETTE
47.9783.-98.8983,BENSON
47.4986.-102.001,MERCER
46.94929.-103.53238,BILLINGS
46.3769.-100.9251,SIOUX
48.8292.-99.8199,ROLETTE
47.9711.-98.9442,BENSON
48.8028.-99.849,ROLETTE
48.341.-100.543,MCHENRY
46.09.-100.6548,SIOUX
48.8881.-99.9676,ROLETTE
47.9836.-99.0101,BENSON
47.9778.-98.7834,BENSON
47.9792.-98.9867,BENSON
48.8522.-100.0246,ROLETTE
46.0897.-100.6596,SIOUX
47.9792.-99.0057,BENSON
46.1389.-100.7101,SIOUX
47.9919.-99.1086,BENSON
47.9058.-98.7917,BENSON
48.7986.-99.8643,ROLETTE
48.8472.-100.0754,ROLETTE
48.8544.-99.7444,ROLETTE
47.7439.-102.6683,MCKENZIE
46.1925.-100.7526,SIOUX
47.9875.-97.9518,NELSON
47.98.-98.9264,BENSON
47.9778.-99.0322,BENSON
46.4097.-100.6348,SIOUX
47.5953.-101.9503,MCLEAN
47.38083333.-103.4925,MCKENZIE
47.9708.-99.0253,BENSON
48.8722.-99.6796,ROLETTE
47.7297.-102.6728,MCKENZIE
48.8972.-99.9425,ROLETTE
48.8053.-99.8949,ROLETTE
47.9708.-98.8457,BENSON
46.0811.-100.6485,SIOUX
47.95.-98.9504,BENSON
46.0892.-100.6301,SIOUX
48.8411.-99.6588,ROLETTE
48.8911.-99.7472,ROLETTE
47.9869.-98.8675,BENSON
47.9819.-98.9019,BENSON
47.9203.-98.8008,BENSON
47.9786.-99.0576,BENSON
48.8242.-99.8174,ROLETTE
47.9744.-102.4869,MOUNTRAIL
48.8556.-99.851,ROLETTE
46.0983.-100.636,SIOUX
48.6848.-102.104,WARD
48.8153.-99.8101,ROLETTE
47.9847.-98.8753,BENSON
47.9592.-98.8253,BENSON
47.9683.-102.5811,MCKENZIE
48.8611.-99.7221,ROLETTE
48.8625.-99.9671,ROLETTE
46.0953.-100.6387,SIOUX
46.0875.-100.6821,SIOUX
47.9806.-98.8692,BENSON
47.9608.-99.0625,BENSON
48.8422.-99.7343,ROLETTE
46.105.-100.6337,SIOUX
46.3411.-100.5704,SIOUX
47.9125.-98.8168,BENSON
48.8542.-100.031,ROLETTE
46.40638889.-103.81416667,SLOPE
46.3856.-100.6096,SIOUX
